data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
8069316,566,NIG20941,20941,"04 June 2021",2021,1,"Strategic developments","Looting/property destruction","Niger Communal Militia (Nigeria)",,4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Niger,Rafi,,Kagara,10.1844,6.2534,2,"Inside Arewa (Nigeria)",National,"Looting: On 4 June 2021, a Niger communal militia looted several communities in Rafi LGA (Niger), coded to Kagara, carting away valuables and livestock. Among the communities invaded: Kudu, Kutunku, Tashan Jarka, Tashan Girgi, Babako, Utare, Agwa, Buzu, and Pakara.",0,1623704956,NGA
8059616,854,BFO4744,4744,"04 June 2021",2021,1,Battles,"Armed clash","Islamic State (West Africa) - Greater Sahara Faction",,2,"VDP: Volunteer for Defense of Homeland","Military Forces of Burkina Faso (2015-)",4,24,"Western Africa","Burkina Faso",Sahel,Oudalan,Markoye,Katryat,14.6562,0.1211,1,"L'Observateur Paalga",National,"On 4 June 2021, presumed ISWAP (Greater Sahara) militants clashed with volunteer fighters (VDP) and soldiers in Katryat (Markoye, Oudalan). Two VDP fighters were killed and one soldier wounded.",2,1623100970,BFA
8059617,854,BFO4742,4742,"04 June 2021",2021,1,"Strategic developments","Looting/property destruction","Islamic State (West Africa) - Greater Sahara Faction",,2,"Civilians (Burkina Faso)",,7,27,"Western Africa","Burkina Faso",Sahel,Oudalan,Markoye,Goungam,14.7014,0.0929,1,"L'Observateur Paalga",National,"Looting: On 4 June 2021, presumed ISWAP (Greater Sahara) seized livestock in the village of Goungam (Markoye, Oudalan).",0,1623100970,BFA
8059363,566,NIG20935,20935,"04 June 2021",2021,2,Battles,"Armed clash","Katsina Communal Militia (Nigeria)",,4,"Police Forces of Nigeria (2015-)",,1,14,"Western Africa",Nigeria,Katsina,Kurfi,,Wurma,12.5782,7.4347,1,"Nigeria Punch; Daily Post (Nigeria)",National,"Around 4 June 2021 (as reported), police clashed with members of a Katsina militia in Wurma (Kurfi LGA, Katsina). A militiaman was killed and scores were injured. A motorcycle used by the group was seized. About 150 militiamen attacked the village and Yarbudu (coded separately).",1,1623100969,NGA
8059364,566,NIG20936,20936,"04 June 2021",2021,2,Battles,"Armed clash","Katsina Communal Militia (Nigeria)",,4,"Police Forces of Nigeria (2015-)",,1,14,"Western Africa",Nigeria,Katsina,Kurfi,,Wurma,12.5782,7.4347,2,"Daily Post (Nigeria); Nigeria Punch",National,"Around 4 June 2021 (as reported), the police clashed with members of a Katsina militia in Yarbudu, Kurfi LGA (Katsina) [coded to Wurma]. 5 militiamen were killed and 5 motorcycles used by the group seized. About 150 militiamen attacked the village and Wurma (coded separately).",5,1623100969,NGA
8059434,854,BFO4740,4740,"03 June 2021",2021,1,Protests,"Peaceful protest","Protesters (Burkina Faso)",,6,,,0,60,"Western Africa","Burkina Faso",Nord,Loroum,Banh,Banh,14.0816,-2.4456,1,"AIB (Burkina Faso)",National,"On 3 June 2021, a number of residents demonstrated in the town of Banh (Banh, Loroum). The demonstrators accused the absent mayor of having abandoned the commune and not supporting the volunteer fighters (VDP). [size=no report]",0,1623100969,BFA
8059722,566,NIG20931,20931,"03 June 2021",2021,1,"Strategic developments","Looting/property destruction","Military Forces of Nigeria (2015-)",,1,"Civilians (Nigeria)","Labour Group (Nigeria)",7,17,"Western Africa",Nigeria,Imo,"Owerri Municipal",,Owerri,5.4833,7.0304,1,"Sahara Reporters",Regional,"Looting: On 3 June 2021, members of the military forces, and other individuals, looted the shops of at least 20 traders at the Market Square in Owerri (Owerri Municipal, Imo) during an operation to search for those responsible for the death of the former adviser of a former president (coded separately).",0,1623100970,NGA
8059471,566,NIG20928,20928,"03 June 2021",2021,1,"Violence against civilians",Attack,"Zamfara Communal Militia (Nigeria)",,4,"Civilians (Nigeria)","Farmers (Nigeria)",7,47,"Western Africa",Nigeria,Zamfara,Gusau,,Magami,11.7184,6.5901,2,Blueprint,National,"On 3 June 2021, 12 farmers were killed and 9 others were injured by members of a Zamfara militia in Mayaba (Gusau LGA, Zamfara) [coded Magami] and Magami (coded separately). Fatalities divided in 2 events.",6,1623100970,NGA
8166491,562,NIR14049,14049,"03 June 2021",2021,1,"Strategic developments","Looting/property destruction","Islamic State (West Africa) - Greater Sahara Faction",,2,"Civilians (Niger)","Pastoralists (Niger)",7,27,"Western Africa",Niger,Tillaberi,Tera,Gorouol,Barobon,14.5762,0.2601,1,Signal,"New media","Looting: On 3 June 2021, presumed ISWAP (Greater Sahara) militants seized livestock in the village of Barobon (Tera, Tillaberi).",0,1624310473,NER
8059739,562,NIR14048,14048,"03 June 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Niger)",,3,"Civilians (Niger)",,7,37,"Western Africa",Niger,Maradi,Madarounfa,Safo,"Baban Rafi",13.1901,6.8296,1,Signal,"New media","On 3 June 2021, unknown gunmen abducted three men and two women in the village of Baban Rafi (Madarounfa, Maradi).",0,1623100970,NER
8059752,466,MLI5187,5187,"03 June 2021",2021,1,"Strategic developments","Looting/property destruction","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Gao,Ansongo,Bara,"Badji Gourma",15.7345,0.4033,1,"Studio Tamani",National,"Looting: On 3 June 2021, unknown gunmen seized livestock in the village of Badji Gourma (Ansongo, Gao).",0,1623100970,MLI
8059762,566,NIG20924,20924,"03 June 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","NEMADA: Newspapers and Magazines Distribution Association; Labour Group (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Abia,"Aba South",,Aba,5.1066,7.3667,1,"Sun (Nigeria)",National,"On 3 June 2021, vendors took to the streets in Aba (Aba South LGA, Abia) in a demonstration against police intimidation and the arrest of a fellow vendor. The Newspapers and Magazines Distribution Association (NEMADA) participated in the event. [size=no report]",0,1623100970,NGA
8059509,566,NIG20932,20932,"03 June 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","Urhobo Ethnic Group (Nigeria); UPU: Urhobo Progress Union - Youth Wing",6,,,0,60,"Western Africa",Nigeria,Delta,"Warri South",,Warri,5.5167,5.75,1,"Daily Independent (Nigeria)",National,"On 3 June 2021, thousands of Urhobo youth led by the Urhobo Progress Union - Youth Wing shut down the Delta State Office of the Niger Delta Development Commission in Warri (Warri South LGA, Delta) in a demonstration against the president's refusal to constitute a new board for the Commission. [size=thousands]",0,1623100970,NGA
8059255,384,CDI2584,2584,"03 June 2021",2021,1,Riots,"Mob violence","Rioters (Ivory Coast)","PDCI: Democratic Party of Ivory Coast",5,"Civilians (Ivory Coast)","Journalists (Ivory Coast); Civilians (International); Journalists (International)",7,57,"Western Africa","Ivory Coast",Abidjan,Abidjan,Abidjian,Abidjan,5.3411,-4.0281,1,"Afrique sur 7; News Abidjan; AIP (Ivory Coast); Abidjan TV; Connection Ivoirienne; Ivoire Times",National-Regional,"On 3 June 2021, supporters of the PDCI (opposition) party beat up and destroyed the equipment of several national journalists and international press correspondents during a meeting of the party in Cocody neighborhood of Abidjan city (Abidjian, Abidjan). They intended to disrupt the meeting and to prevent the visiting Minister of reconciliation from making the final press conference after the controversial meeting. [size=no report]",0,1623100969,CIV
8059256,384,CDI2585,2585,"03 June 2021",2021,1,"Violence against civilians",Attack,"Unidentified Armed Group (Ivory Coast)",,3,"Civilians (Ivory Coast)","Police Forces of the Ivory Coast (2011-); Government of the Ivory Coast (2011-)",7,37,"Western Africa","Ivory Coast","Vallee du Bandama",Gbeke,Bouake,Bouake,7.6833,-5.0167,1,"Afrique sur 7; Agence de Presse Africaine; Koaci News; News Abidjan; AFP; Ivoire Times; AIP (Ivory Coast); Africa 1",National-Regional,"On 3 June 2021, a group of armed men attacked the office of a judge to release one prisoner who was being interrogated, in Bouake town (Gbeke, Vallee du Bandama).",0,1623100969,CIV
8059533,566,NIG20925,20925,"03 June 2021",2021,2,"Violence against civilians",Attack,"Kaduna Communal Militia (Nigeria)",,4,"Civilians (Nigeria)","Pastoralists (Nigeria)",7,47,"Western Africa",Nigeria,Kaduna,Jema'a,,Kafanchan,9.5833,8.3,2,"Daily Trust (Nigeria)",National,"Around 3 June 2021 (as reported), a pastoralist was killed by members of a Kaduna militia in a forest area in Rafin Dadi, Kaninkon Chiefdom of the Jema'a LGA (Kaduna) [coded to Kafanchan].",1,1623100970,NGA
8069534,466,MLI5192,5192,"03 June 2021",2021,2,"Violence against civilians",Attack,"Katiba Macina","JNIM: Group for Support of Islam and Muslims",2,"Civilians (Mali)",,7,27,"Western Africa",Mali,Mopti,Bandiagara,"Pignari Bana",Kansila,14.4422,-3.9793,1,Twitter,"New media","Around 3 June 2021 (between 3 - 4 June), presumed Katiba Macina (JNIM) militants attacked the village of Kansila (Bandiagara, Mopti). The gunmen seized livestock and burned houses. Casualties are unknown.",0,1623704957,MLI
8059306,288,GHA1215,1215,"03 June 2021",2021,1,Battles,"Armed clash","Nangrumah Communal Militia (Ghana)",,4,"Private Security Forces (Ghana)",Galamseyers,8,48,"Western Africa",Ghana,"North East","Mamprugu Moagduri",,Gordi,10.2,-1.2667,2,"My Joy Online; Adom FM",National,"On 3 June 2021, several members of the community, including youths, attacked suspected Galamseyers in Nangrumah village near Gordi town (Mamprugu Moagduri, North East). Four security guards were injured with machetes during the scuffle and the Galamse site was closed.",0,1623100969,GHA
8059307,624,GNB279,279,"03 June 2021",2021,1,Riots,"Mob violence","Rioters (Guinea-Bissau)","MADEM G-15 (Movement for Democratic Alternation); Government of Guinea-Bissau (2014-)",5,"Rioters (Guinea-Bissau)","PAIGC: African Party for the Independence of Guinea-Bissau and Cape Verde; Government of Guinea-Bissau (2014-)",5,55,"Western Africa",Guinea-Bissau,Bissau,SAB,,Bissau,11.8726,-15.5885,1,"DW; O Democrata",National-International,"On 3 June 2021, members of the MADEM-15 and PAIGC verbally and physically attacked each other during a parliamentary session in Bissau (SAB, Bissau). The session was suspended. [size=no report]",0,1623100969,GNB
8059574,854,BFO4741,4741,"03 June 2021",2021,1,"Strategic developments","Looting/property destruction","JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Burkina Faso)",,7,27,"Western Africa","Burkina Faso",Est,Kompienga,Pama,Nadiagou,11.1574,0.8333,2,Facebook,"New media","Looting: On 3 June 2021, presumed JNIM militants seized a cargo of medicine on the road between Nadiagou (Pama, Kompienga) and Madjoari (Madjoari, Kompienga).",0,1623100970,BFA
8059325,466,MLI5186,5186,"03 June 2021",2021,1,Battles,"Armed clash","Islamic State (West Africa) - Greater Sahara Faction",,2,"MSA: Movement for Azawad Salvation",,3,23,"Western Africa",Mali,Menaka,Tidermene,Tidermene,"Agare MBaou",16.2071,2.1911,2,"MSA Azawad; Essor; Undisclosed Source; Radio Guintan","Local partner-Other","On 3 June 2021, presumed ISGS militants attacked the hamlet of Inkinbabane, near Agare MBaou (Tidermene, Menaka). The militants killed eleven people, including four MSA fighters and seven civilians, and seized livestock.",11,1623100969,MLI
8059326,466,MLI5188,5188,"03 June 2021",2021,1,"Violence against civilians",Attack,"JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)","Fulani Ethnic Group (Mali); Arab Ethnic Group (Mali); Pastoralists (Mali)",7,27,"Western Africa",Mali,Gao,Gao,N'tillit,Egafnarodj,15.5282,-0.6807,1,"Undisclosed Source; Radio Guintan","Local partner-Other","On 3 June 2021, presumed JNIM militants killed four people, including three Fulani and one Arab civilian, accused of being ISGS supporters in the village of Egafnarodj (Gao, Gao).",4,1623100969,MLI
8059595,324,GUI2037,2037,"03 June 2021",2021,1,Riots,"Mob violence","Rioters (Guinea)","Vigilante Group (Guinea)",5,"Civilians (Guinea)",,7,57,"Western Africa",Guinea,Mamou,Mamou,"Mamou Centre",Mamou,10.3833,-12.0833,1,"Guinee Matin",National,"On 3 June 2021, residents captured and stoned one suspected thief to death in Mamou town (Mamou Centre, Mamou). [size=no report]",1,1623100970,GIN
8069079,566,NIG20938,20938,"03 June 2021",2021,1,"Violence against civilians",Attack,"Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)",,7,37,"Western Africa",Nigeria,Kebbi,Danko,,Wasagu,11.3764,5.7954,2,"AFP; Concise News",National-International,"On 3 June 2021, unidentified gunmen attacked several communities in Danko-Wasagu (Danko LGA, Kebbi) and killed 88 residents. Among the communities attacked: Koro, Kimpi, Gaya, Dimi, Zutu, Rafin Gora and Iguenge. Unknown reason for attack",88,1623704956,NGA
8059359,566,NIG20926,20926,"03 June 2021",2021,1,"Violence against civilians",Attack,"Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Labour Group (Nigeria)",7,37,"Western Africa",Nigeria,Kano,Danbatta,,Kore,12.3597,8.7425,1,"Daily Independent (Nigeria); Daily Trust (Nigeria); Sahara Reporters",National-Regional,"On 3 June 2021, a child was injured by a stray bullet and a businessman was kidnaped by unidentified individuals during an attack in Kore (Danbatta LGA, Kano).",0,1623100969,NGA
8059360,566,NIG20927,20927,"03 June 2021",2021,1,"Violence against civilians",Attack,"Zamfara Communal Militia (Nigeria)",,4,"Civilians (Nigeria)","Farmers (Nigeria)",7,47,"Western Africa",Nigeria,Zamfara,Gusau,,Magami,11.7184,6.5901,1,"Blueprint; Sun (Nigeria)",National,"On 3 June 2021, 12 farmers were killed and 9 others were injured by members of a Zamfara militia in Magami (Gusau LGA, Zamfara) and Mayaba (coded separately). Fatalities divided in 2 events.",6,1623100969,NGA
8059361,566,NIG20929,20929,"03 June 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Labour Group (Nigeria)",7,37,"Western Africa",Nigeria,Ondo,"Akure North",,Oba-Ile,7.2623,5.259,1,"Daily Independent (Nigeria); Daily Post (Nigeria)",National,"On 3 June 2021, 8 armed individuals kidnapped a school bus driver and seized the bus in Oba-Ile (Akure LGA, Ondo). No students where in the bus at the time of the event. The driver was later released.",0,1623100969,NGA
8059362,566,NIG20930,20930,"03 June 2021",2021,1,Battles,"Armed clash","Unidentified Armed Group (Nigeria)",,3,"Police Forces of Nigeria (2015-)",,1,13,"Western Africa",Nigeria,Imo,"Owerri North",,Orji,5.5211,7.0556,1,"Nigeria Punch; EONS Intelligence; Daily Independent (Nigeria)",National,"On 3 June 2021, police clashed with unidentified armed individuals during an attack on the city of Orji (Owerri North LGA, Imo). 3 civilians were killed, and during the shoot-out with the police, 4 armed individuals were killed and others were injured. The group also killed a female officer kidnapped by the group on a previous attack in Orji (coded separately).",8,1623100969,NGA
8059658,566,NIG20919,20919,"02 June 2021",2021,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,2,"Military Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Borno,Marte,,Marte,12.3611,13.8246,2,"New Telegraph",National,"On 2 June 2021, 10 soldiers were allegedly killed and at least 1 officer (a Commander of the Nigerian Army) was severely injured after the explosion of an IED planted by Boko Haram fighters (assumed JAS) against a convoy that was traveling between Dikwa and Marte (Marte LGA, Borno).",10,1623100970,NGA
8059673,566,NIG20917,20917,"02 June 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","Health Workers (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Oyo,Akinyele,,Ibadan,7.4333,3.9167,1,"Osun Defender",National,"On 2 June 2021, some resident doctors gathered in a university hospital in Ibadan (Akinyele LGA, Oyo) in a demonstration to demand the payment of late wages. [size=no report]",0,1623100970,NGA
8059423,478,MAA1192,1192,"02 June 2021",2021,1,Protests,"Peaceful protest","Protesters (Mauritania)",,6,,,0,60,"Western Africa",Mauritania,Nouakchott-Ouest,Nouakchott,Nouakchott,Nouakchott,18.0801,-15.9777,1,"Adrar Info",National,"On 2 June 2021, victims of the Cheikh Rida financial fraud case gathered in front of the Presidential Palace in Nouakchott (Nouakchott) to demand the president to intervene and solve their case. [size=no report]",0,1623100969,MRT
8059719,566,NIG20923,20923,"02 June 2021",2021,2,Battles,"Armed clash","Unidentified Armed Group (Nigeria)",,3,"Police Forces of Nigeria (2015-)",,1,13,"Western Africa",Nigeria,Adamawa,Song,,Song,9.8244,12.625,2,"Sahara Reporters",Regional,"Around 2 June 2021 (as reported), police clashed with armed individuals in Zumo Mountain, Song LGA (Adamawa) during an operation to rescue a kidnapped man (coded separately). 1 kidnapper was shot and killed.",1,1623100970,NGA
8059720,566,NIG20918,20918,"02 June 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","Students (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Ogun,Ewekoro,,Itori,6.9306,3.2209,1,"Sahara Reporters",Regional,"On 2 June 2021, hundreds of students of a polytechnic school blocked the Lagos-Abeokuta Expressway in Itori (Ewekoro LGA, Ogun) in a demonstration against the school's management. [size=hundreds]",0,1623100970,NGA
8059734,562,NIR14046,14046,"02 June 2021",2021,1,"Violence against civilians",Attack,"Islamic State (West Africa) - Greater Sahara Faction",,2,"Civilians (Niger)",,7,27,"Western Africa",Niger,Tillaberi,Banibangou,Banibangou,Chinagodrar,15.2281,3.0001,2,Signal,"New media","On 2 June 2021, presumed ISWAP (Greater Sahara) militants abducted two people in a valley west of Chinagodrar (Banibangou, Tillaberi). The militants killed one person and released the other.",1,1623100970,NER
8059735,562,NIR14047,14047,"02 June 2021",2021,1,"Strategic developments","Looting/property destruction","Unidentified Armed Group (Niger)",,3,"Civilians (Niger)",,7,37,"Western Africa",Niger,Maradi,"Guidan Roumdji",Tibiri,"Zongo Souley",13.4116,6.7311,1,Signal,"New media","Looting: On 2 June 2021, unknown gunmen seized livestock and mobile phones in the hamlets of Zongo and Guidan Souley [Zongo Souley] (Guidan Roumdji, Maradi).",0,1623100970,NER
8070233,466,MLI5185,5185,"02 June 2021",2021,1,"Violence against civilians",Attack,"Islamic State (West Africa) - Greater Sahara Faction",,2,"Civilians (Mali)","Tassiga Communal Group (Mali); Government of Mali (2020-2021)",7,27,"Western Africa",Mali,Gao,Ansongo,Bourra,Tassiga,15.4729,0.6941,1,Facebook,"New media","On 2 June 2021, suspected ISWAP (Greater Sahara) militants assaulted a village councillor, vandalized the town hall, and seized materiel and livestock in Tassiga (Ansongo, Gao).",0,1623708354,MLI
8059750,466,MLI5183,5183,"02 June 2021",2021,1,"Strategic developments","Looting/property destruction","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Gao,Ansongo,Bourra,Herba,15.5219,0.5442,1,"Studio Tamani",National,"Looting: On 2 June 2021, unknown gunmen seized livestock in the village of Herba (Ansongo, Gao).",0,1623100970,MLI
8059240,854,BFO4737,4737,"02 June 2021",2021,1,"Strategic developments","Looting/property destruction","Islamic State (West Africa) - Greater Sahara Faction",,2,"Civilians (Burkina Faso)","MSF: Doctors Without Borders; Health Workers (Burkina Faso)",7,27,"Western Africa","Burkina Faso",Sahel,Seno,Dori,Goudoubo,14.1545,-0.0555,2,"Sahel Security Alerts; Facebook","New media","Looting: On 2 June 2021, presumed ISWAP (Greater Sahara) militants seized an MSF-rented ambulance near Goudoubo (Dori, Seno).",0,1623100969,BFA
8059241,854,BFO4738,4738,"02 June 2021",2021,1,"Violence against civilians",Attack,"VDP: Volunteer for Defense of Homeland",,4,"Civilians (Burkina Faso)","Women (Burkina Faso); Fulani Ethnic Group (Burkina Faso); Pastoralists (Burkina Faso)",7,47,"Western Africa","Burkina Faso",Centre-Nord,Bam,Nassere,Nassere,13.3338,-1.3661,1,"Facebook; AIB (Burkina Faso); Radio Omega","New media-National","On 2 June 2021, presumed volunteer fighters (VDP) killed a Fulani woman and wounded a child in the village of Nassere (Nassere, Bam).",1,1623100969,BFA
8059753,466,MLI5184,5184,"02 June 2021",2021,1,"Strategic developments","Looting/property destruction","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Gao,Ansongo,Ansongo,Seyna,15.6091,0.503,1,"Studio Tamani",National,"Looting: On 2 June 2021, unknown gunmen seized livestock in the village of Seyna (Ansongo, Gao).",0,1623100970,MLI
8059242,854,BFO4739,4739,"02 June 2021",2021,1,"Strategic developments","Looting/property destruction","Islamic State (West Africa) - Greater Sahara Faction",,2,"Civilians (Burkina Faso)","Labour Group (Burkina Faso)",7,27,"Western Africa","Burkina Faso",Sahel,Seno,Dori,Yakouta,14.0758,-0.1366,2,"Facebook; Sahel Security Alerts; Undisclosed Source","Local partner-Other","Looting: On 2 June 2021, presumed ISWAP (Greater Sahara) militants seized a vehicle belonging to a well-drilling company between Yakouta and Touka-Korno (Dori, Seno).",0,1623100969,BFA
8059512,566,NIG20914,20914,"02 June 2021",2021,1,"Strategic developments","Disrupted weapons use","Police Forces of Nigeria (2015-)",,1,"Unidentified Armed Group (Nigeria)",,3,13,"Western Africa",Nigeria,Plateau,"Jos South",,Bukuru,9.794,8.864,2,"Daily Independent (Nigeria)",National,"Weapons seizure: On 2 June 2021, police dismantled an illegal weapons factory in Jos South LGA (Plateau) [coded to Bukuru]. 2 people were arrested and over 20 pieces of locally-produced AK-47 rifles were seized.",0,1623100970,NGA
8059534,566,NIG20922,20922,"02 June 2021",2021,1,"Violence against civilians",Attack,"Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Pastoralists (Nigeria); Fulani Ethnic Group (Nigeria)",7,37,"Western Africa",Nigeria,Kwara,Asa,,"Pasa Lamba",8.6166,4.4,1,"Daily Trust (Nigeria)",National,"On 2 June 2021, a Fulani pastoralist leader was killed by unidentified armed individuals during an attack in Pasa Lamba (Asa LGA, Kwara). The victim was the chairman of the Fulani Development Association of Nigeria, Kwara state branch.",1,1623100970,NGA
8059538,566,NIG20916,20916,"02 June 2021",2021,1,"Violence against civilians",Attack,"Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)",,7,37,"Western Africa",Nigeria,Oyo,Akinyele,,Ibadan,7.4333,3.9167,1,"Daily Trust (Nigeria)",National,"On 2 June 2021, a man was killed by armed individuals during attacks in the Bornphoto, Agbeni and Gege areas of Ibadan (Akinyele LGA, Oyo).",1,1623100970,NGA
8059308,478,MAA1191,1191,"02 June 2021",2021,1,Protests,"Peaceful protest","Protesters (Mauritania)","Teachers (Mauritania)",6,,,0,60,"Western Africa",Mauritania,Nouakchott-Ouest,Nouakchott,Nouakchott,Nouakchott,18.0801,-15.9777,1,"Sahara Media; Al Akhbar (Mauritania)",National,"On 2 June 2021, teachers held a protest in front of the Presidential Palace in Nouakchott (Nouakchott) to demand an improvement of their working conditions. [size=no report]",0,1623100969,MRT
8069569,694,SIE5027,5027,"02 June 2021",2021,1,Riots,"Violent demonstration","Rioters (Sierra Leone)","Students (Sierra Leone)",5,"Police Forces of Sierra Leone (2018-)",,1,15,"Western Africa","Sierra Leone",Western,"Western Area Urban",Freetown1,Freetown,8.4871,-13.2356,1,"Undisclosed Source","Local partner-Other","On 2 June 2021, students demonstrated in Fourah Bay College University of Freetown city, Freetown1 subdivision (Western Area Urban, Western), against what they termed 'tampering of the students voter's list by the administration' during their union's election. They clashed with the police forces who fired tear gas to disperse them. Several students and police officers were injured, and property damaged. Ten students were also arrested. [size=no report]",0,1623704957,SLE
8059594,324,GUI2036,2036,"02 June 2021",2021,1,Riots,"Mob violence","Rioters (Guinea)","Students (Guinea)",5,"Rioters (Guinea)","Students (Guinea)",5,55,"Western Africa",Guinea,Kankan,Siguiri,Siguiri-Centre,Siguiri,11.4167,-9.1665,1,"Guinee Matin",National,"On 2 June 2021, two rival groups of students engaged in fist fight for an unknown reason in Siguiri town, Siguiri-Centre subdivision (Siguiri, Kankan), resulting in one student stabbed and injured. [size=no report]",0,1623100970,GIN
8069078,566,NIG20915,20915,"02 June 2021",2021,1,Battles,"Armed clash","Islamic State (West Africa) - Lake Chad Faction",,2,"Military Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Borno,Damboa,,Damboa,11.156,12.7576,2,"HumAngle; Twitter; Telegram; Sahara Reporters","New media-National","On 2 June 2021, Nigerian military troops, supported by helicopters and jets, clashed with ISWAP fighters following an IED attack on a military base in Damboa LGA (Borno). According to reports, 50 members of the Islamist group, including a top commander were killed and about 6 gun trucks destroyed. ISWAP also claimed that 20 Nigerian soldiers were killed, however, this was not independently reported.",50,1623704956,NGA
8059355,566,NIG20913,20913,"02 June 2021",2021,1,Battles,"Armed clash","Unidentified Armed Group (Nigeria)",,3,"Police Forces of Nigeria (2015-)","Military Forces of Nigeria (2015-)",1,13,"Western Africa",Nigeria,Zamfara,Anka,,Anka,12.1138,5.9243,2,"Nigeria Punch; Sahara Reporters",National-Regional,"On 2 June 2021, unidentified armed individuals clashed with police and military forces as the group were stealing an unspecified number of cows of a Fulani settlement near Anka (Anka LGA, Zamfara). A motorcycle belonging to the Fulani head in the community was also set on fire. An individual was possibly injured.",0,1623100969,NGA
8059357,566,NIG20920,20920,"02 June 2021",2021,1,"Violence against civilians",Attack,"Fulani Ethnic Militia (Nigeria)","Pastoralists (Nigeria)",4,"Civilians (Nigeria)","Labour Group (Nigeria)",7,47,"Western Africa",Nigeria,Oyo,"Ogbomosho North",,Ogbomosho,8.1333,4.2667,1,"Daily Trust (Nigeria); CKN Nigeria",National,"On 2 June 2021, a butcher was killed by suspected Fulani pastoralists in the Ajaawa community in Ogbomosho (Ogbomosho North LGA, Oyou). It is suspected that the man was killed for having witnessed the kidnapping attempt of a community traditionalist.",1,1623100969,NGA
8059358,566,NIG20921,20921,"02 June 2021",2021,1,Riots,"Violent demonstration","Rioters (Nigeria)",,5,"Private Security Forces (Nigeria)",,8,58,"Western Africa",Nigeria,Oyo,"Ogbomosho North",,Ogbomosho,8.1333,4.2667,1,"Daily Trust (Nigeria); CKN Nigeria",National,"On 2 June 2021, a group gathered in front of the house of a 'master' in Ogbomosho (Ogbomosho North LGA, Oyou) in a demonstration against the death of a man earlier the day (coded separately). The security guards at the house shot and killed a demonstrator, leading to a rampage, where all the man's property were set on fire. [size=no report]",1,1623100969,NGA
8059444,478,MAA1190,1190,"01 June 2021",2021,2,Protests,"Peaceful protest","Protesters (Mauritania)","Labour Group (Mauritania)",6,,,0,60,"Western Africa",Mauritania,"Dakhlet Nouadhibou","Dakhlet Nouadhibou",Nouadhibou,Nouadhibou,20.9434,-17.038,1,"Al Akhbar (Mauritania)",National,"Around 1 June 2021 (as reported), private sector workers held a protest sit-in in Nouadhibou (Nouadhibou) to demand an increase of their emoluments. [size=no report]",0,1623100969,MRT
8059721,566,NIG20909,20909,"01 June 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","Labour Group (Nigeria); Students (Nigeria); Farmers (Nigeria); NLC: Nigeria Labour Congress; ASCAB: Alliance On Surviving COVID 19 And Beyond; JAF: Joint Action Front; CNG: Coalition Of Northern Groups; Green Alliance (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Lagos,Ikeja,,Ikeja,6.5942,3.3375,1,"Sahara Reporters",Regional,"On 1 June 2021, trade union members, civil society, students and farmers took to the streets in Ikeja (Ikeja LGA, Lagos) in a demonstration against the rising insecurity in the state. The Nigeria Labour Congress, Alliance On Surviving Coronavirus 19 And Beyond, the Joint Action Front, Coalition Of Northern Groups; Green Alliance Nigeria, CONGOS - Edo and North East Development Association participated in the event. [size=no report]",0,1623100970,NGA
